Comment,Lang,Tags confirmed,Model function,Tags
No information on the volunteer service grant,EN,checked,Business,Students / CESB / CSSG
"Weekly entertainment diary feb,march 2 9

""Marilyn Minter: Pretty/Dirty"" thursday night, feb.. 2 11 i'm 10 pm the iconic feminist artist's first retrospective, showcasing her very own program virtuosity also examination of a number of our greatest cultural urges, Compulsions, and then dreams. Broo",EN,checked,Business,
I'm looking for on-line forms,EN,checked,Business,Feedback unclear
"Family home rental subsidy, our landlord did not receive August payment of $500.00 has the program ended?",EN,checked,Business,Landlords and tenants (Rent / evictions / CECRA)
J  ai recu du gouvernement le 40 000$  pour les entreprise.  mais je veux le rembourser maintenant car je veux vendre ma compagnie. que dois je faire???,FR,checked,Business,Accounts (My Service Canada Account / CRA My Account / SIN)
I am locked out of my cra account,EN,checked,Business,Accounts (My Service Canada Account / CRA My Account / SIN)
One time covid payment for people with disabilities,EN,checked,Business,Disabilities allowance
Relief phone #,EN,checked,Business,Contact someone / get address
Comment rembourser le paiement de 2000$ reçu pour le mois précédent,FR,checked,Business,CERB
The one time payment for the disabilty tax credit with certificate. when is it being paid out,EN,checked,Business,Disabilities allowance
"I did not get the additional $100. on top of the senior benefit received in July.  I hold a disability tax credit.
",EN,checked,Business,Seniors (including OAS / GIS / CPP)
"LibGuides at Beloit higher

This guide is intended to provide general details about anti oppression, multiplicity, And inclusion as well as information and helpful the social justice issues key to current dialogues within the Beloit Community. This guide is by no means an exhaustive list of anti o",EN,checked,Business,
CPP Disability bill c 20 benefits,EN,checked,Business,Disabilities allowance
"rss nourishes

you can use billions of content on the web and wanting to find what you're looking for could are realistically tiresome. But you can now have customised content articles exposed to your computer's like a rss (thoroughly trouble-free Syndication) enters. the website proceedings all i",EN,checked,Business,
"Bonjour , depuis plusieurs jours j’essaye de me connecter par téléphone mais toujours après plusieurs minutes on dit on peut pas donner suite à votre appel. J’ai même envoyé une lettre sans aucune réponse. Mon numéro de SS ### ### ### né 22.03.1949 , j’ai fait mes déclarations de revenus des années ",FR,checked,Business,Contact someone / get address
"Changer de statut, car le statut que vous fournissez sur la lettre du 3 juillet 2020, n est pas correct",FR,checked,Business,Feedback unclear
"farm wife, home maker,mother/caregiver of a disabled 'adult-child',for 37 years Care giver also to husband now. I am not quiet 65, have disabilities too.No family or friends living for support and live in a very rural area.I am falling thru the cracks, I do not qualify for support.I do not matter. ",EN,checked,Business,Individual support (help finding support / other benefits / personal finances)
je veux simplement aviser la SV de mon changement d'adresse et je n'y arrive pas. Je ne comprends pas que ce soit si compliqué.,FR,checked,Business,Contact someone / get address
"strategies for internet dating this time around

manhattan seniors are hands down redness some of the rates high about online dating services so jesse Valentino is a happy veteran.

found on 57, searching for decade of promoting profiles and in addition hard match up fedex offering unknown peopl",EN,checked,Business,
Looking for assistance for volunteer fire dept in unincorporated community in BC,EN,checked,Business,Nonprofit / community support
how i can apply smal business loan,EN,checked,Business,Business (financial support / reopening /  PPE / requirements)
How often do u need to apply for cerb,EN,checked,Business,CERB
"i have not received the the 500.00 cheque for senior citizens who re ceive the old age pension and the suplement




















I have not received my 500.00 cheque for senior citizens who receive old age pension and the supplement Aug. 4,2020 Is there an0ther mailing date
",EN,checked,Business,Seniors (including OAS / GIS / CPP)
renouvellement de la prestation covid,FR,checked,Business,CERB
Where do I  apply for the  one time workers thing,EN,checked,Business,Essential services and frontline workers
my husband is 62 yrs. and on a very small private disability pension where can he get financial help during covid-19,EN,checked,Business,Disabilities allowance
Je suis retraitée du réseau de la santé. Modifications des conditions relatives à l'impact de ce retour au travail. Montant forfaitaire le le retour? Allégement fiscal?,FR,checked,Business,Feedback unclear
What about those still working who can’t make ends meet,EN,checked,Business,Individual support (help finding support / other benefits / personal finances)
I am a seasonal worker benefit ran out,EN,checked,Business,Employees / job seekers / seasonal / gig / self-employed
"Date of  Stimulus disability cheque issue,",EN,checked,Business,Disabilities allowance
What are the conditions for student grants including human rights,EN,checked,Business,Students / CESB / CSSG
Canada RIT,EN,checked,Business,Taxes (Income/ GST / HST)
je veux seulement reactiver mon chomage je ne veux rien savoire de la pcu,FR,checked,Business,EI and internet reporting
"for non profitable organization
",EN,checked,Business,Nonprofit / community support
How can I find out when the emergency benefits is coming up next  or if I'm algebra for it,EN,checked,Business,CERB
Je suis en instance de separation  mais je nen ai pas les moyens . Ais je le droit a un supplement de revenu et une aide a demenager? Mon mari est un consommateur et prend tout largent de la maison. Aucune attaque physique jamais. Mais mentale.,FR,checked,Business,Individual support (help finding support / other benefits / personal finances)
ont dit que le srg es pour tout les aînées a bas  revenu et pourtant personne nous aide a répondre a nos question a savoir comment pouvons nous avoir votre aide  pour éviter de nous ruiner en nous enlevant  le srg faute de votre part et votre site nous donne pas les informations,FR,checked,Business,Seniors (including OAS / GIS / CPP)
